hour_idx,hour_start_utc,hour_end_utc,n_retweets,phase_id,phase_label
319,2022-01-07 22:00:00+0000,2022-01-07 23:00:00+0000,11,7,phase_7
320,2022-01-07 23:00:00+0000,2022-01-08 00:00:00+0000,20,7,phase_7
321,2022-01-08 00:00:00+0000,2022-01-08 01:00:00+0000,17,7,phase_7
322,2022-01-08 01:00:00+0000,2022-01-08 02:00:00+0000,5,7,phase_7
323,2022-01-08 02:00:00+0000,2022-01-08 03:00:00+0000,5,7,phase_7
324,2022-01-08 03:00:00+0000,2022-01-08 04:00:00+0000,0,7,phase_7
325,2022-01-08 04:00:00+0000,2022-01-08 05:00:00+0000,3,7,phase_7
326,2022-01-08 05:00:00+0000,2022-01-08 06:00:00+0000,1,7,phase_7
327,2022-01-08 06:00:00+0000,2022-01-08 07:00:00+0000,5,7,phase_7
328,2022-01-08 07:00:00+0000,2022-01-08 08:00:00+0000,13,7,phase_7
329,2022-01-08 08:00:00+0000,2022-01-08 09:00:00+0000,10,7,phase_7
330,2022-01-08 09:00:00+0000,2022-01-08 10:00:00+0000,16,7,phase_7
331,2022-01-08 10:00:00+0000,2022-01-08 11:00:00+0000,15,7,phase_7
332,2022-01-08 11:00:00+0000,2022-01-08 12:00:00+0000,18,7,phase_7
333,2022-01-08 12:00:00+0000,2022-01-08 13:00:00+0000,11,7,phase_7
334,2022-01-08 13:00:00+0000,2022-01-08 14:00:00+0000,19,7,phase_7
335,2022-01-08 14:00:00+0000,2022-01-08 15:00:00+0000,13,7,phase_7
336,2022-01-08 15:00:00+0000,2022-01-08 16:00:00+0000,10,7,phase_7
337,2022-01-08 16:00:00+0000,2022-01-08 17:00:00+0000,10,7,phase_7
338,2022-01-08 17:00:00+0000,2022-01-08 18:00:00+0000,14,7,phase_7
339,2022-01-08 18:00:00+0000,2022-01-08 19:00:00+0000,8,7,phase_7
340,2022-01-08 19:00:00+0000,2022-01-08 20:00:00+0000,5,7,phase_7
341,2022-01-08 20:00:00+0000,2022-01-08 21:00:00+0000,7,7,phase_7
342,2022-01-08 21:00:00+0000,2022-01-08 22:00:00+0000,3,8,phase_8
343,2022-01-08 22:00:00+0000,2022-01-08 23:00:00+0000,3,8,phase_8
344,2022-01-08 23:00:00+0000,2022-01-09 00:00:00+0000,1,8,phase_8
345,2022-01-09 00:00:00+0000,2022-01-09 01:00:00+0000,4,8,phase_8
346,2022-01-09 01:00:00+0000,2022-01-09 02:00:00+0000,1,8,phase_8
347,2022-01-09 02:00:00+0000,2022-01-09 03:00:00+0000,0,8,phase_8
348,2022-01-09 03:00:00+0000,2022-01-09 04:00:00+0000,2,8,phase_8
349,2022-01-09 04:00:00+0000,2022-01-09 05:00:00+0000,0,8,phase_8
350,2022-01-09 05:00:00+0000,2022-01-09 06:00:00+0000,1,8,phase_8
351,2022-01-09 06:00:00+0000,2022-01-09 07:00:00+0000,1,8,phase_8
352,2022-01-09 07:00:00+0000,2022-01-09 08:00:00+0000,1,8,phase_8
353,2022-01-09 08:00:00+0000,2022-01-09 09:00:00+0000,2,8,phase_8
354,2022-01-09 09:00:00+0000,2022-01-09 10:00:00+0000,3,8,phase_8
355,2022-01-09 10:00:00+0000,2022-01-09 11:00:00+0000,1,8,phase_8
356,2022-01-09 11:00:00+0000,2022-01-09 12:00:00+0000,1,8,phase_8
357,2022-01-09 12:00:00+0000,2022-01-09 13:00:00+0000,2,8,phase_8
358,2022-01-09 13:00:00+0000,2022-01-09 14:00:00+0000,5,8,phase_8
359,2022-01-09 14:00:00+0000,2022-01-09 15:00:00+0000,7,8,phase_8
360,2022-01-09 15:00:00+0000,2022-01-09 16:00:00+0000,8,8,phase_8
361,2022-01-09 16:00:00+0000,2022-01-09 17:00:00+0000,6,8,phase_8
362,2022-01-09 17:00:00+0000,2022-01-09 18:00:00+0000,0,8,phase_8
363,2022-01-09 18:00:00+0000,2022-01-09 19:00:00+0000,1,8,phase_8
364,2022-01-09 19:00:00+0000,2022-01-09 20:00:00+0000,3,8,phase_8
365,2022-01-09 20:00:00+0000,2022-01-09 21:00:00+0000,1,8,phase_8
366,2022-01-09 21:00:00+0000,2022-01-09 22:00:00+0000,5,8,phase_8
367,2022-01-09 22:00:00+0000,2022-01-09 23:00:00+0000,5,8,phase_8
368,2022-01-09 23:00:00+0000,2022-01-10 00:00:00+0000,7,8,phase_8
369,2022-01-10 00:00:00+0000,2022-01-10 01:00:00+0000,3,8,phase_8
370,2022-01-10 01:00:00+0000,2022-01-10 02:00:00+0000,4,8,phase_8
371,2022-01-10 02:00:00+0000,2022-01-10 03:00:00+0000,2,8,phase_8
372,2022-01-10 03:00:00+0000,2022-01-10 04:00:00+0000,0,8,phase_8
373,2022-01-10 04:00:00+0000,2022-01-10 05:00:00+0000,0,8,phase_8
374,2022-01-10 05:00:00+0000,2022-01-10 06:00:00+0000,0,8,phase_8
375,2022-01-10 06:00:00+0000,2022-01-10 07:00:00+0000,1,8,phase_8
376,2022-01-10 07:00:00+0000,2022-01-10 08:00:00+0000,2,8,phase_8
377,2022-01-10 08:00:00+0000,2022-01-10 09:00:00+0000,0,8,phase_8
378,2022-01-10 09:00:00+0000,2022-01-10 10:00:00+0000,1,8,phase_8
379,2022-01-10 10:00:00+0000,2022-01-10 11:00:00+0000,0,8,phase_8
380,2022-01-10 11:00:00+0000,2022-01-10 12:00:00+0000,2,8,phase_8
381,2022-01-10 12:00:00+0000,2022-01-10 13:00:00+0000,6,8,phase_8
382,2022-01-10 13:00:00+0000,2022-01-10 14:00:00+0000,2,8,phase_8
383,2022-01-10 14:00:00+0000,2022-01-10 15:00:00+0000,10,8,phase_8
384,2022-01-10 15:00:00+0000,2022-01-10 16:00:00+0000,1,8,phase_8
385,2022-01-10 16:00:00+0000,2022-01-10 17:00:00+0000,0,8,phase_8
386,2022-01-10 17:00:00+0000,2022-01-10 18:00:00+0000,2,8,phase_8
387,2022-01-10 18:00:00+0000,2022-01-10 19:00:00+0000,33,8,phase_8
388,2022-01-10 19:00:00+0000,2022-01-10 20:00:00+0000,20,8,phase_8
389,2022-01-10 20:00:00+0000,2022-01-10 21:00:00+0000,11,8,phase_8
390,2022-01-10 21:00:00+0000,2022-01-10 22:00:00+0000,5,8,phase_8
391,2022-01-10 22:00:00+0000,2022-01-10 23:00:00+0000,9,8,phase_8
392,2022-01-10 23:00:00+0000,2022-01-11 00:00:00+0000,4,8,phase_8
393,2022-01-11 00:00:00+0000,2022-01-11 01:00:00+0000,2,8,phase_8
394,2022-01-11 01:00:00+0000,2022-01-11 02:00:00+0000,1,8,phase_8
395,2022-01-11 02:00:00+0000,2022-01-11 03:00:00+0000,0,8,phase_8
396,2022-01-11 03:00:00+0000,2022-01-11 04:00:00+0000,0,8,phase_8
397,2022-01-11 04:00:00+0000,2022-01-11 05:00:00+0000,0,8,phase_8
398,2022-01-11 05:00:00+0000,2022-01-11 06:00:00+0000,0,8,phase_8
399,2022-01-11 06:00:00+0000,2022-01-11 07:00:00+0000,0,8,phase_8
400,2022-01-11 07:00:00+0000,2022-01-11 08:00:00+0000,4,8,phase_8
401,2022-01-11 08:00:00+0000,2022-01-11 09:00:00+0000,6,8,phase_8
402,2022-01-11 09:00:00+0000,2022-01-11 10:00:00+0000,1,8,phase_8
403,2022-01-11 10:00:00+0000,2022-01-11 11:00:00+0000,2,8,phase_8
404,2022-01-11 11:00:00+0000,2022-01-11 12:00:00+0000,1,8,phase_8
405,2022-01-11 12:00:00+0000,2022-01-11 13:00:00+0000,0,8,phase_8
406,2022-01-11 13:00:00+0000,2022-01-11 14:00:00+0000,2,8,phase_8
407,2022-01-11 14:00:00+0000,2022-01-11 15:00:00+0000,0,8,phase_8
408,2022-01-11 15:00:00+0000,2022-01-11 16:00:00+0000,0,8,phase_8
409,2022-01-11 16:00:00+0000,2022-01-11 17:00:00+0000,3,8,phase_8
410,2022-01-11 17:00:00+0000,2022-01-11 18:00:00+0000,5,8,phase_8
411,2022-01-11 18:00:00+0000,2022-01-11 19:00:00+0000,1,8,phase_8
412,2022-01-11 19:00:00+0000,2022-01-11 20:00:00+0000,1,8,phase_8
413,2022-01-11 20:00:00+0000,2022-01-11 21:00:00+0000,2,8,phase_8
414,2022-01-11 21:00:00+0000,2022-01-11 22:00:00+0000,0,8,phase_8
415,2022-01-11 22:00:00+0000,2022-01-11 23:00:00+0000,4,8,phase_8
416,2022-01-11 23:00:00+0000,2022-01-12 00:00:00+0000,1,8,phase_8
417,2022-01-12 00:00:00+0000,2022-01-12 01:00:00+0000,0,8,phase_8
418,2022-01-12 01:00:00+0000,2022-01-12 02:00:00+0000,1,8,phase_8
419,2022-01-12 02:00:00+0000,2022-01-12 03:00:00+0000,0,8,phase_8
420,2022-01-12 03:00:00+0000,2022-01-12 04:00:00+0000,0,8,phase_8
421,2022-01-12 04:00:00+0000,2022-01-12 05:00:00+0000,1,8,phase_8
422,2022-01-12 05:00:00+0000,2022-01-12 06:00:00+0000,0,8,phase_8
423,2022-01-12 06:00:00+0000,2022-01-12 07:00:00+0000,1,8,phase_8
424,2022-01-12 07:00:00+0000,2022-01-12 08:00:00+0000,0,8,phase_8
425,2022-01-12 08:00:00+0000,2022-01-12 09:00:00+0000,1,8,phase_8
426,2022-01-12 09:00:00+0000,2022-01-12 10:00:00+0000,0,8,phase_8
427,2022-01-12 10:00:00+0000,2022-01-12 11:00:00+0000,0,8,phase_8
428,2022-01-12 11:00:00+0000,2022-01-12 12:00:00+0000,2,8,phase_8
429,2022-01-12 12:00:00+0000,2022-01-12 13:00:00+0000,6,8,phase_8
430,2022-01-12 13:00:00+0000,2022-01-12 14:00:00+0000,3,8,phase_8
431,2022-01-12 14:00:00+0000,2022-01-12 15:00:00+0000,10,8,phase_8
432,2022-01-12 15:00:00+0000,2022-01-12 16:00:00+0000,10,8,phase_8
433,2022-01-12 16:00:00+0000,2022-01-12 17:00:00+0000,2,8,phase_8
434,2022-01-12 17:00:00+0000,2022-01-12 18:00:00+0000,2,8,phase_8
435,2022-01-12 18:00:00+0000,2022-01-12 19:00:00+0000,7,8,phase_8
436,2022-01-12 19:00:00+0000,2022-01-12 20:00:00+0000,3,8,phase_8
437,2022-01-12 20:00:00+0000,2022-01-12 21:00:00+0000,5,8,phase_8
438,2022-01-12 21:00:00+0000,2022-01-12 22:00:00+0000,7,8,phase_8
439,2022-01-12 22:00:00+0000,2022-01-12 23:00:00+0000,1,8,phase_8
440,2022-01-12 23:00:00+0000,2022-01-13 00:00:00+0000,1,8,phase_8
441,2022-01-13 00:00:00+0000,2022-01-13 01:00:00+0000,1,8,phase_8
442,2022-01-13 01:00:00+0000,2022-01-13 02:00:00+0000,4,8,phase_8
443,2022-01-13 02:00:00+0000,2022-01-13 03:00:00+0000,2,8,phase_8
444,2022-01-13 03:00:00+0000,2022-01-13 04:00:00+0000,2,8,phase_8
445,2022-01-13 04:00:00+0000,2022-01-13 05:00:00+0000,1,8,phase_8
446,2022-01-13 05:00:00+0000,2022-01-13 06:00:00+0000,1,8,phase_8
447,2022-01-13 06:00:00+0000,2022-01-13 07:00:00+0000,3,8,phase_8
448,2022-01-13 07:00:00+0000,2022-01-13 08:00:00+0000,1,8,phase_8
